entry_time,exit_time,stance,entry_spot,exit_spot,strike_long,strike_short1,strike_short2,net_pnl_pts,net_pnl_rs,cum_pnl,peak,drawdown
2024-05-23 09:20,2024-05-30 15:20,PUT_CALENDAR,22595.7,22505.4,22300,22450,22000,483.943494174463,31456.327121340095,23329.213964984545,23329.213964984545,0.0
2024-06-04 09:20,2024-06-11 15:20,PUT_CALENDAR,22807.2,23242.4,22500,22650,22200,99.55703750498878,6471.2074378242705,23428.771002489535,23428.771002489535,0.0
2024-06-13 09:20,2024-06-21 15:20,PUT_CALENDAR,23440.8,23473.95,23150,23300,22850,397.8284462356605,25858.849005317934,23826.599448725196,23826.599448725196,0.0
2024-06-25 09:20,2024-07-02 15:20,PUT_CALENDAR,23583.1,24125.8,23300,23450,23000,82.1291001039699,5338.391506758044,23908.728548829167,23908.728548829167,0.0
2024-07-04 09:20,2024-07-11 15:20,PUT_CALENDAR,24344.9,24321.35,24050,24200,23750,478.9846668403252,31134.00334462114,24387.713215669493,24387.713215669493,0.0
2024-07-16 09:20,2024-07-24 15:20,PUT_CALENDAR,24618.8,24430.6,24300,24450,24000,620.4038359192691,40326.249334752494,25008.117051588764,25008.117051588764,0.0
2024-07-25 09:20,2024-08-01 15:20,PUT_CALENDAR,24228.7,25026.35,23950,24100,23650,11.559690094031339,751.379856112037,25019.676741682797,25019.676741682797,0.0
2024-08-06 09:20,2024-08-13 15:20,PUT_CALENDAR,24335.2,24131.85,24050,24200,23750,621.0261305132299,40366.69848335994,25640.702872196027,25640.702872196027,0.0
2024-08-20 09:20,2024-08-27 15:20,PUT_CALENDAR,24624.45,25013.55,24300,24450,24000,158.61131035607832,10309.73517314509,25799.314182552105,25799.314182552105,0.0
2024-08-29 09:20,2024-09-05 15:20,PUT_CALENDAR,25037.75,25154.0,24750,24900,24450,381.75596068293453,24814.137444390744,26181.07014323504,26181.07014323504,0.0
2024-09-10 09:20,2024-09-17 15:20,PUT_CALENDAR,24983.55,25417.3,24700,24850,24400,167.0934213003029,10861.072384519688,26348.16356453534,26348.16356453534,0.0
2024-09-19 09:20,2024-09-26 15:20,PUT_CALENDAR,25577.75,26210.05,25300,25450,25000,92.36881272456321,6003.972827096609,26440.532377259904,26440.532377259904,0.0
2024-10-01 09:20,2024-10-09 15:20,PUT_CALENDAR,25874.25,25000.25,25550,25700,25250,836.1730681361005,54351.24942884653,27276.705445396005,27276.705445396005,0.0
2024-10-10 09:20,2024-10-17 15:20,PUT_CALENDAR,25044.75,24749.6,24750,24900,24450,670.8743109093775,43606.83020910954,27947.579756305382,27947.579756305382,0.0
2024-10-22 09:20,2024-10-29 15:20,PUT_CALENDAR,24850.7,24458.65,24550,24700,24250,700.4458510594468,45528.98031886404,28648.025607364827,28648.025607364827,0.0
2024-10-31 09:20,2024-11-07 15:20,PUT_CALENDAR,24329.9,24202.6,24050,24200,23750,605.2292513767334,39339.90133948767,29253.25485874156,29253.25485874156,0.0
2024-11-12 09:20,2024-11-21 15:20,PUT_CALENDAR,24190.15,23356.85,23900,24050,23600,787.3091846559128,51175.09700263433,30040.56404339747,30040.56404339747,0.0
2024-11-26 09:20,2024-12-03 15:20,PUT_CALENDAR,24311.3,24442.05,24000,24150,23700,326.2107307301403,21203.69749745912,30366.77477412761,30366.77477412761,0.0
2024-12-05 09:20,2024-12-12 15:20,PUT_CALENDAR,24504.5,24554.55,24200,24350,23900,406.10612024232796,26396.89781575132,30772.88089436994,30772.88089436994,0.0
